y_real,y_predicho,probabilidad_morosidad
0,1,0.5366015741339027
0,1,0.5937873856137542
0,0,0.2848403839119566
0,0,0.3750901165470067
0,0,0.36055501571256715
0,0,0.48407812658354843
0,0,0.4177017136734768
0,0,0.3736356236821423
0,1,0.5495613800584845
0,1,0.6340969366011994
0,0,0.41155793095432697
1,1,0.5761524049209786
0,1,0.6030349110851685
0,0,0.40013348281812905
0,0,0.37039430952333435
0,0,0.4765698758224986
0,1,0.569292779618123
0,1,0.608745195992314
0,0,0.23721900486908307
0,0,0.4629498004841007
0,0,0.29268297762780005
0,1,0.5604396812015792
1,1,0.5300178383904046
0,0,0.2570628988040287
0,1,0.6155598586051975
0,0,0.3809356895944616
0,1,0.6023369017946748
0,0,0.19395500374692384
0,1,0.5599800534101202
1,1,0.5181061614947713
0,1,0.5010528358182448
0,0,0.22059092929635946
0,0,0.4409996660765791
0,1,0.6200090320789876
0,1,0.5498207891745212
0,0,0.42804129603828517
0,0,0.4515562555553318
0,0,0.42522175882272406
0,0,0.32683086522070876
0,1,0.5757816863090134
0,0,0.2654312216144346
0,0,0.3171869773145851
0,1,0.6100191646812394
0,0,0.33335967680265954
0,0,0.23774835719630022
0,0,0.40481022580355175
0,0,0.17582601083010663
1,1,0.5806591542976175
0,0,0.27121796107807866
1,1,0.5114340577830919
0,1,0.5454907820184318
0,0,0.4446455825705699
0,0,0.24414261574495771
0,0,0.36275963812484213
0,0,0.36213510636518836
0,0,0.3055822083183633
1,0,0.4515872921026326
0,0,0.3439227544214763
0,0,0.28527113932872206
0,0,0.2616986087610969
0,1,0.5837692632300574
0,0,0.2942840551609917
0,1,0.5737800202539864
0,0,0.2797233421897581
0,1,0.5429888459938992
0,1,0.7092227550855938
0,0,0.2799918975015602
0,0,0.3793128844761121
0,0,0.3715452154251052
0,0,0.49536493589733616
0,0,0.3086090972886651
0,1,0.5521894894367372
0,1,0.5403956611040455
0,1,0.6237250447004381
0,0,0.37540619308357
0,0,0.14469845075717372
0,0,0.35393753915834497
0,1,0.5357876383819196
0,0,0.4306176966920936
0,0,0.32519077012870856
0,0,0.37666108831629447
0,0,0.3365790432670205
0,0,0.43997900016288827
0,0,0.21522603705866253
0,0,0.2643280775726546
0,0,0.447787758610868
0,0,0.17556029978311138
0,1,0.5430567670330338
0,0,0.27816243055872547
1,1,0.6183062071773257
0,0,0.25007560037688276
1,1,0.6215656541184121
0,0,0.39698918794966953
0,0,0.3864810139980948
0,0,0.3339790632418499
0,1,0.5666978719561695
0,1,0.5034552510797806
0,0,0.22369008744563237
0,1,0.5737195809318472
0,1,0.5513138138968419
0,0,0.32916140711382613
1,1,0.6428831716477573
0,1,0.5061743316481776
0,0,0.2622310332722368
0,0,0.3596633406180543
0,0,0.4040687431302591
0,1,0.5921443419992911
0,0,0.49780636379563803
0,0,0.3786885963228139
0,0,0.41926669239608827
0,1,0.526575920051779
0,1,0.6129275874679737
0,1,0.5302640884730598
0,0,0.32116006484416687
0,0,0.41044862199222687
0,0,0.3225970346846783
1,1,0.6106259570580822
0,0,0.4015230165404322
0,0,0.4995045029947041
0,1,0.5176229840773094
0,1,0.6700493022048108
0,0,0.45297916319079234
0,0,0.4560345919883105
0,0,0.4716128682764924
0,1,0.5843428766509319
0,1,0.5700168231702746
0,0,0.22110087019613736
0,1,0.5632160787675389
0,1,0.9908040176204248
0,1,0.5169716010617822
0,1,0.5679203954450629
0,0,0.27987533610370385
0,0,0.4881500618432238
0,1,0.5733717492934742
0,0,0.3468038297657796
0,0,0.39696430003732
0,1,0.5375360447168894
0,0,0.19635090157602414
0,1,0.5503614055298337
0,0,0.4604854705738349
0,1,0.5876104087326761
0,1,0.6245384814251751
0,1,0.5502488691955252
0,0,0.37374037107129515
0,0,0.464657668306497
0,1,0.6183015122917092
0,0,0.2271391732353402
0,1,0.604495508780091
0,1,0.6447447608538427
0,0,0.35913159914185583
0,0,0.4194509771251289
0,0,0.4882034055580168
1,1,0.7096824386159032
0,0,0.3784537584626501
0,1,0.62169224985947
0,1,0.9578329203092063
0,0,0.4778695736143192
0,1,0.6219517738794149
0,0,0.3837451956832814
0,0,0.25687494210953254
0,0,0.32221921484339866
0,0,0.36060999391206056
0,0,0.33422824966167364
0,1,0.5742221996737448
0,1,0.5141023691814941
0,0,0.45363445979874845
0,0,0.3329112386931208
1,1,0.7052595313735965
0,0,0.49576061754885276
0,1,0.5771121727399047
0,1,0.5542080356125112
0,0,0.45208464647003954
0,1,0.5098644200187875
0,0,0.4041481962170593
0,1,0.6301010636047956
0,1,0.7999422033299138
0,1,0.6373377487843038
0,0,0.2769912378919198
0,1,0.6066330898211361
0,0,0.49763193549080287
0,0,0.3243052017256834
0,0,0.29453830176294815
0,1,0.6253136662803669
0,1,0.6528703263059261
0,0,0.41940450414637126
0,0,0.3452487479653319
0,0,0.3897672721459508
0,1,0.5433450951339664
0,0,0.4636663791832255
0,0,0.20468101462765995
0,0,0.26575319989275553
0,0,0.19727200520415897
0,0,0.34199288787216775
0,0,0.43169985121118787
0,0,0.48487821271077497
0,0,0.4471241032431366
0,0,0.4283105990693391
0,0,0.410129570183859
0,1,0.6236609432463265
0,0,0.21774915188305433
0,0,0.3533097724879859
0,0,0.4440780268818034
0,0,0.2247165332379989
0,1,0.6052415316325086
0,0,0.4211112856976925
0,0,0.48407593180756714
0,0,0.44630049376791203
0,0,0.21892507622386595
0,0,0.3086466097744471
0,0,0.47860803105498434
0,0,0.2923177376589647
0,1,0.5835647814954997
0,1,0.5226468965648671
0,1,0.5435942894692529
0,0,0.35865650906344393
0,0,0.26610406865356273
0,1,0.5810871508871874
0,0,0.37183414004704374
0,0,0.23903742428725244
1,1,0.7582920735964096
0,0,0.43113663023928794
0,0,0.49906326428890124
1,1,0.5387223214761938
0,0,0.39788145880536446
0,0,0.28634269515278304
0,0,0.37571320097312216
0,0,0.35141585424923355
0,0,0.19549962713813707
0,0,0.481676614904024
0,0,0.4000798187338293
0,1,0.5718516450463674
0,1,0.5147899231442792
0,0,0.2785630771598679
0,1,0.522481597562274
0,1,0.5918355375624502
0,1,0.5457255897079747
0,0,0.4777719519059605
0,1,0.539217775697363
0,0,0.2870658270891698
0,0,0.3012312376037949
0,0,0.22381168710141308
0,0,0.4450372475223315
0,0,0.4597083455759221
0,0,0.3302911313926274
0,0,0.4919093342534888
0,1,0.6503262846648878
0,0,0.4937796340263113
0,0,0.27935395879750136
1,1,0.6657105618968658
0,0,0.4595356613746995
0,0,0.4483046157494515
0,0,0.4517868333162291
0,0,0.3345230155390344
0,0,0.36457335565231075
0,0,0.4642147059850649
0,0,0.2953753232474369
0,0,0.3896665050631778
0,0,0.29652396397383557
0,0,0.17711279326506985
0,0,0.39958415955248744
0,0,0.32743705202628554
0,0,0.46270735996151996
0,1,0.5282989723726081
0,0,0.33286032556989276
0,0,0.30936071515524555
0,1,0.5749612890163233
0,1,0.5584766106026038
0,1,0.5901650727035486
0,0,0.2521477401763464
0,1,0.5714076776363176
0,1,0.5695609611701955
0,0,0.45468261502989926
0,0,0.38469714817037987
0,0,0.3539493085675757
0,0,0.3557776269645418
0,0,0.42142812607965363
0,0,0.38153299433165233
0,1,0.5950494632351687
0,0,0.46208655689768174
0,0,0.20794489742485867
0,0,0.4215869371034027
0,1,0.5443624947388449
0,0,0.3068475767603465
0,1,0.6440963124453093
0,0,0.4716341362882304
0,0,0.4637437270768868
0,0,0.3853891958192529
0,0,0.3096991347298126
0,0,0.43426021881613763
0,0,0.4714408136187933
0,1,0.6198692883792423
0,1,0.6402462065177357
0,1,0.6045236356696414
0,0,0.43087520071664026
0,0,0.24813734676982935
0,0,0.36066550563035626
0,0,0.4068964704975374
0,0,0.42627678708256245
0,0,0.3015622261353142
0,1,0.5932373080774198
0,0,0.4747577532563966
0,0,0.3976128496380872
0,0,0.3653400995458821
1,1,0.96254517540527
0,0,0.24536903009032626
0,0,0.2961136001748705
0,0,0.25943120543544396
0,0,0.23963383555957338
0,0,0.2995014830755736
0,0,0.4784354214696702
0,0,0.3510608665534278
0,0,0.327767976771063
0,0,0.35100319873047936
0,0,0.38588441621358294
0,0,0.33387335913490235
0,0,0.38196236980412734
0,1,0.5587914561944631
0,1,0.6721885918906233
0,0,0.45484891765058216
0,0,0.3121498382600036
0,0,0.44669964098205667
0,1,0.7733133836164698
0,1,0.640165803760896
0,0,0.15797609839498214
1,0,0.3217956376215938
0,0,0.4601116486339012
0,1,0.5900092945170144
0,0,0.49625062814742965
0,0,0.40599691366405133
0,0,0.3528495919279051
0,1,0.5626320001107262
0,1,0.5604920374736881
0,0,0.4756907653333565
0,0,0.30564009895351
0,0,0.49971554482637837
0,0,0.4746415378896094
0,0,0.20470366103835208
0,0,0.304092723579789
0,0,0.4289967353037084
0,0,0.4681807565507948
0,0,0.37001553685210126
0,0,0.34471189354964726
0,0,0.4356972111379933
0,1,0.5256613944724079
0,0,0.3142786786259206
0,1,0.5172216946022148
0,1,0.5535944882508642
0,0,0.249273065831049
0,1,0.5132067660920077
0,1,0.5886172346851526
0,0,0.36989376840224275
0,0,0.29402669329567815
0,1,0.5538118477444831
0,0,0.2112991823878807
1,1,0.5644735160193709
0,0,0.3252739943839592
1,1,0.7146621259521675
0,1,0.5886815961584168
0,0,0.3382597345473752
0,0,0.2561071323146612
0,1,0.5105745966454448
0,1,0.5034535435319165
0,0,0.4781563527268215
0,0,0.4011177842198942
0,0,0.4370319024436887
0,0,0.39389641586818747
0,0,0.44195879989160003
0,1,0.6017210428705698
0,0,0.46093716599809337
0,0,0.24375553532242344
0,0,0.27782927695056236
1,0,0.4461191249923077
0,0,0.40523263422070926
0,0,0.4067050624998678
1,1,0.615620099539919
0,0,0.1538640342466563
0,0,0.11980434622665041
0,0,0.28395058367629383
0,0,0.20460266862471463
0,0,0.46233616687399964
0,0,0.4362386890199749
0,0,0.34236203871899956
0,1,0.5842557277157264
0,0,0.3639963476605865
0,0,0.4671574942748722
0,0,0.4559742819456959
0,1,1.0
0,0,0.4699870476542157
0,1,0.5422386088336548
0,1,0.5517031724352716
0,0,0.48330872740611297
0,0,0.2619951881228192
0,0,0.4221016644394309
0,1,0.553278143445037
0,0,0.4337071008450035
0,0,0.38223383886560014
0,0,0.4260252424565311
0,0,0.2325403654879096
0,0,0.4847090437377038
0,0,0.37673838594974274
0,0,0.22768706329201907
0,0,0.23660310511760438
0,0,0.3362216304874509
0,0,0.4832242034323203
0,0,0.3857221588112696
0,0,0.19956266092722721
0,1,0.6246733147009491
0,0,0.49639984713019236
0,0,0.403229693227284
0,1,0.5019938693469489
0,0,0.3335155641726309
0,0,0.21202943563065477
0,1,0.5584489439584845
0,0,0.26372621410332386
0,1,0.5086185724474324
0,1,0.5231075310032922
0,0,0.34846347840097913
0,0,0.4755902972781795
0,1,0.5243916194377607
1,1,0.947381850876644
0,1,0.5642831765430251
0,1,0.5219838976892621
0,1,0.5079951323715961
0,0,0.472110334201742
0,0,0.32758160563884964
0,0,0.47873451193735855
0,1,0.5340467285564872
0,0,0.1313716168168867
0,0,0.36482679684170594
0,0,0.3882747545800123
0,0,0.3569799538836646
